Time	Press	Temp	RH	Alt	Dewp	Dir
326	1.1	1.5	-5.5	-73.80838	38.01587	25271.2
325	0.9	-0.5	-6.4	-73.80837	38.01588	25279.2
323	-4.0	2.0	-5.8	-73.80838	38.01589	25285.6
322	-4.0	2.0	-5.8	-73.80839	38.01590	25292.0
322	-4.0	2.0	-5.8	-73.80839	38.01590	25298.4
323	-4.0	2.0	-5.8	-73.80840	38.01591	25304.7
325	-4.0	2.0	-5.8	-73.80840	38.01592	25311.1
327	-4.0	2.0	-5.8	-73.80841	38.01593	25317.5
331	-4.0	2.0	-5.8	-73.80842	38.01593	25323.9
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	0.9	-0.5	-6.4	////./////	///./////	/////./
40	-0.2	-0.9	-6.5	-73.80934	38.01522	25392.7
46	-1.2	-4.0	-7.5	-73.80938	38.01522	25400.0
51	-3.3	-7.5	-7.6	-73.80947	38.01520	25410.3
51	-4.0	2.0	-5.8	-73.80955	38.01517	25418.0
50	-4.0	2.0	-5.8	-73.80964	38.01514	25425.6
50	-4.0	2.0	-5.8	-73.80972	38.01511	25433.2
48	-4.0	2.0	-5.8	-73.80981	38.01508	25440.8
47	-4.0	2.0	-5.8	-73.80989	38.01505	25448.4
45	-4.0	2.0	-5.8	-73.80998	38.01502	25456.1
44	-4.0	2.0	-5.8	-73.81006	38.01499	25463.7
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
52	-0.5	-7.5	-5.1	-73.81225	38.01354	25747.9
57	-2.0	-8.6	-5.4	-73.81234	38.01352	25754.5
57	-4.0	2.0	-5.8	-73.81244	38.01350	25759.9
57	-4.0	2.0	-5.8	-73.81253	38.01348	25765.2
56	-4.0	2.0	-5.8	-73.81263	38.01346	25770.6
55	-4.0	2.0	-5.8	-73.81273	38.01345	25776.0
55	-4.0	2.0	-5.8	-73.81283	38.01343	25781.3
54	-4.0	2.0	-5.8	-73.81292	38.01341	25786.7
52	-4.0	2.0	-5.8	-73.81302	38.01339	25792.0
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
52	2.4	-4.1	-6.9	-73.81631	38.01176	26385.1
50	-4.0	2.0	-5.8	-73.81636	38.01178	26391.9
49	-4.0	2.0	-5.8	-73.81640	38.01180	26398.8
48	-4.0	2.0	-5.8	-73.81645	38.01182	26405.7
46	-4.0	2.0	-5.8	-73.81650	38.01184	26412.5
52	-2.5	-8.1	-6.8	-73.81657	38.01185	26416.6
51	-4.0	2.0	-5.8	-73.81666	38.01183	26423.4
51	-4.0	2.0	-5.8	-73.81675	38.01181	26430.2
50	-4.0	2.0	-5.8	-73.81685	38.01179	26436.9
49	-4.0	2.0	-5.8	-73.81694	38.01176	26443.7
48	-4.0	2.0	-5.8	-73.81703	38.01174	26450.4
47	-4.0	2.0	-5.8	-73.81712	38.01172	26457.2
47	-4.0	2.0	-5.8	-73.81721	38.01170	26463.9
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
///	-4.0	2.0	-5.8	////./////	///./////	/////./
50	-2.5	-8.1	-6.8	-73.81776	38.01156	26504.5
59	0.8	-3.9	-6.4	-73.81778	38.01176	26503.3
67	2.4	-2.3	-5.5	-73.81783	38.01176	26510.7
73	3.2	-2.1	-5.6	-73.81785	38.01179	26513.8
77	2.3	-3.9	-6.2	-73.81788	38.01182	26519.8
81	-0.2	-7.0	-6.9	-73.81795	38.01183	26525.7
84	-1.8	-8.9	-5.9	-73.81804	38.01182	26531.0
86	-2.8	-9.8	-5.3	-73.81816	38.01180	26536.9
88	-2.4	-8.9	-6.0	-73.81827	38.01178	26541.8
89	-0.2	-6.1	-6.7	-73.81835	38.01177	26549.2
90	2.0	-3.6	-6.3	-73.81840	38.01178	26556.1
91	3.4	-1.6	-5.4	-73.81843	38.01181	26561.4
93	3.2	-0.7	-5.6	-73.81844	38.01183	26566.5
94	1.1	-1.6	-6.1	-73.81845	38.01185	26572.6
95	0.6	-4.9	-6.0	-73.81847	38.01186	26578.6
96	0.6	-4.9	-6.0	-73.81849	38.01187	26584.7
98	0.6	-4.9	-6.0	-73.81851	38.01188	26590.8
101	-5.5	-8.3	-5.7	-73.81869	38.01175	26595.6
109	0.2	-5.1	-6.0	-73.81879	38.01170	26601.3
117	0.2	-5.1	-6.0	-73.81888	38.01165	26607.0
124	0.2	-5.1	-6.0	-73.81898	38.01160	26612.7
126	7.0	-2.0	-5.8	-73.81891	38.01178	26620.0
129	7.7	-2.0	-6.8	-73.81893	38.01184	26627.4
130	4.7	-3.3	-8.2	-73.81894	38.01189	26636.7
129	1.5	-4.5	-6.1	-73.81898	38.01193	26644.9
127	1.5	-4.5	-6.1	-73.81902	38.01198	26653.1
125	1.4	-4.7	-6.2	-73.81905	38.01202	26661.3
122	1.3	-4.8	-6.2	-73.81909	38.01206	26669.4
117	1.3	-4.8	-6.2	-73.81913	38.01210	26677.6
112	1.3	-4.8	-6.2	-73.81917	38.01215	26685.8
107	1.3	-4.8	-6.2	-73.81920	38.01219	26694.0
///	1.3	-4.8	-6.2	////./////	///./////	/////./
100	5.3	-6.4	-6.3	-73.81965	38.01188	26695.7
98	2.6	-7.4	-7.5	-73.81973	38.01189	26701.9
95	1.3	-4.8	-6.2	-73.81982	38.01191	26709.4
92	1.3	-4.8	-6.2	-73.81990	38.01194	26716.8
90	1.3	-4.8	-6.2	-73.81998	38.01196	26724.3
88	-6.2	-8.1	-7.1	-73.82010	38.01175	26728.2
90	1.3	-4.8	-6.2	-73.82019	38.01170	26735.3
92	1.3	-4.8	-6.2	-73.82028	38.01164	26742.4
91	3.0	-6.0	-5.9	-73.82035	38.01170	26747.0
90	4.5	-7.0	-5.5	-73.82044	38.01172	26750.4
89	3.0	-9.4	-6.4	-73.82054	38.01174	26755.3
89	-0.5	-11.6	-7.4	-73.82067	38.01174	26762.5
89	-3.9	-12.7	-7.2	-73.82081	38.01172	26768.8
89	-6.4	-12.9	-6.0	-73.82097	38.01168	26775.1
90	-6.8	-11.2	-6.3	-73.82110	38.01162	26780.8
90	-4.8	-8.5	-7.2	-73.82121	38.01157	26787.9
91	-0.9	-6.0	-7.4	-73.82129	38.01155	26795.1
91	2.0	-4.5	-6.0	-73.82135	38.01156	26801.0
92	4.2	-4.4	-5.2	-73.82141	38.01159	26805.7
93	4.7	-6.2	-6.1	-73.82147	38.01163	26811.7
94	2.4	-8.9	-6.7	-73.82156	38.01166	26818.6
94	0.1	-8.2	-6.5	-73.82166	38.01169	26825.2
94	0.1	-8.2	-6.5	-73.82176	38.01171	26831.9
95	0.1	-8.2	-6.5	-73.82186	38.01173	26838.6
96	-4.1	-9.4	-7.9	-73.82204	38.01160	26847.3
97	-1.5	-6.2	-7.6	-73.82214	38.01157	26853.7
99	1.4	-3.9	-6.0	-73.82221	38.01156	26859.9
100	3.8	-2.7	-4.7	-73.82225	38.01158	26864.4
101	5.0	-3.7	-5.3	-73.82228	38.01162	26868.9
102	4.0	-6.8	-6.7	-73.82235	38.01166	26876.4
103	1.6	-9.6	-7.3	-73.82245	38.01168	26883.4
104	0.5	-7.6	-6.4	-73.82256	38.01170	26890.7
105	0.4	-7.7	-6.5	-73.82266	38.01171	26898.0
105	-3.3	-9.7	-7.1	-73.82280	38.01165	26904.3
106	-2.0	-5.9	-7.2	-73.82289	38.01162	26912.0
106	0.2	-2.4	-6.8	-73.82295	38.01161	26917.8
107	2.6	0.1	-5.7	-73.82296	38.01162	26923.7
107	4.5	0.2	-5.5	-73.82296	38.01165	26929.5
108	5.4	-2.5	-6.8	-73.82298	38.01170	26936.0
109	4.4	-6.6	-7.5	-73.82303	38.01175	26943.4
110	2.5	-9.8	-7.3	-73.82312	38.01178	26950.6
113	2.0	-5.5	-6.5	-73.82323	38.01180	26958.0
117	1.9	-5.5	-6.6	-73.82334	38.01183	26965.3
119	-1.3	-6.6	-8.0	-73.82341	38.01179	26973.2
122	0.1	-2.8	-7.3	-73.82346	38.01177	26980.8
126	1.6	-0.6	-5.5	-73.82348	38.01177	26985.7
127	1.4	-4.9	-6.7	-73.82349	38.01178	26991.2
129	1.4	-4.9	-6.7	-73.82350	38.01180	26996.7
132	1.7	-4.7	-6.6	-73.82350	38.01181	27002.2
136	1.9	-4.6	-6.5	-73.82351	38.01183	27007.6
140	1.9	-4.6	-6.6	-73.82352	38.01184	27013.1
143	1.8	-4.8	-6.7	-73.82352	38.01186	27018.6
144	1.8	-4.8	-6.7	-73.82353	38.01187	27024.1
149	3.7	-5.1	-7.0	-73.82409	38.01201	27035.7
152	4.2	-1.4	-6.5	-73.82413	38.01205	27041.6
155	4.7	0.9	-5.7	-73.82414	38.01209	27047.4
152	1.9	-3.7	-6.7	-73.82413	38.01214	27053.2
149	1.9	-3.7	-6.7	-73.82412	38.01218	27058.9
146	1.9	-3.7	-6.7	-73.82411	38.01222	27064.7
143	1.9	-3.7	-6.7	-73.82410	38.01226	27070.4
139	1.9	-3.7	-6.7	-73.82409	38.01231	27076.2
134	1.9	-3.7	-6.7	-73.82408	38.01235	27081.9
130	1.9	-3.7	-6.7	-73.82407	38.01239	27087.7
///	1.9	-3.7	-6.7	////./////	///./////	/////./
124	7.3	-2.3	-5.7	-73.82480	38.01249	27106.7
122	7.4	-0.7	-5.5	-73.82484	38.01255	27112.9
121	6.2	-2.0	-6.9	-73.82487	38.01261	27120.2
119	4.3	-5.7	-7.6	-73.82493	38.01266	27127.9
118	2.6	-9.5	-7.3	-73.82502	38.01269	27135.3
117	1.4	-12.6	-6.1	-73.82515	38.01270	27141.4
116	0.8	-13.9	-5.5	-73.82531	38.01271	27147.4
114	1.6	-12.6	-6.9	-73.82547	38.01272	27154.6
113	3.4	-9.1	-7.7	-73.82559	38.01274	27162.4
112	4.6	-6.0	-6.9	-73.82567	38.01277	27170.0
110	1.9	-3.7	-6.7	-73.82574	38.01281	27176.9
109	6.1	-3.6	-6.7	-73.82576	38.01286	27183.9
107	5.4	-6.1	-7.5	-73.82581	38.01292	27190.9
106	4.0	-9.8	-7.9	-73.82590	38.01296	27198.2
106	2.7	-12.6	-6.6	-73.82602	38.01299	27204.4
105	1.4	-14.4	-5.2	-73.82618	38.01301	27209.5
104	0.7	-14.0	-5.3	-73.82635	38.01302	27214.1
103	0.8	-11.5	-6.1	-73.82650	38.01302	27219.7
103	3.6	-8.6	-6.6	-73.82663	38.01303	27225.8
103	3.6	-8.6	-6.6	-73.82676	38.01304	27231.9
102	4.7	-5.0	-6.4	-73.82676	38.01309	27239.7
102	5.4	-6.8	-7.3	-73.82681	38.01313	27247.3
101	4.6	-10.8	-7.4	-73.82691	38.01318	27254.5
100	2.6	-14.9	-7.1	-73.82705	38.01321	27261.3
99	0.4	-17.8	-6.4	-73.82724	38.01322	27267.5
100	3.2	-9.9	-6.7	-73.82744	38.01323	27273.9
100	3.0	-10.4	-6.7	-73.82764	38.01323	27280.3
99	-2.8	-10.6	-7.4	-73.82774	38.01317	27288.3
98	-1.4	-6.2	-6.5	-73.82785	38.01314	27294.8
99	2.5	-10.3	-6.7	-73.82792	38.01313	27301.3
98	2.9	-2.4	-5.7	-73.82794	38.01316	27305.5
97	4.1	-5.3	-6.9	-73.82800	38.01320	27312.8
97	3.9	-10.7	-7.3	-73.82809	38.01324	27319.8
97	2.8	-15.5	-6.6	-73.82824	38.01326	27327.0
96	1.5	-19.1	-5.0	-73.82845	38.01328	27332.3
96	-0.2	-20.0	-5.4	-73.82868	38.01328	27337.2
96	-1.0	-17.1	-7.5	-73.82889	38.01328	27344.2
97	1.8	-11.9	-6.5	-73.82908	38.01327	27351.6
98	1.8	-11.9	-6.4	-73.82928	38.01326	27359.1
98	0.7	-3.8	-4.6	-73.82920	38.01327	27362.4
98	1.6	-2.7	-5.3	-73.82923	38.01328	27368.0
98	1.5	-5.4	-7.2	-73.82928	38.01329	27375.6
99	1.4	-10.5	-7.7	-73.82938	38.01330	27383.1
99	1.5	-14.5	-6.8	-73.82952	38.01331	27390.4
99	1.5	-17.4	-4.9	-73.82970	38.01332	27396.2
100	1.7	-18.0	-5.4	-73.82990	38.01333	27401.4
100	2.6	-15.3	-6.9	-73.83009	38.01335	27408.0
100	3.3	-11.0	-7.4	-73.83024	38.01338	27415.0
100	3.6	-7.3	-6.6	-73.83033	38.01342	27422.2
99	3.4	-5.1	-5.6	-73.83040	38.01345	27427.8
99	2.6	-4.8	-6.7	-73.83046	38.01347	27434.4
98	1.4	-7.8	-7.7	-73.83053	38.01349	27442.1
98	0.2	-12.1	-7.6	-73.83064	38.01349	27449.4
98	2.0	-10.8	-6.4	-73.83078	38.01350	27457.0
98	0.0	-17.1	-4.8	-73.83098	38.01350	27460.3
98	0.4	-16.5	-5.8	-73.83117	38.01351	27465.4
97	1.6	-13.3	-6.6	-73.83134	38.01352	27471.3
97	2.5	-9.7	-6.8	-73.83147	38.01354	27477.8
96	3.0	-6.7	-5.9	-73.83156	38.01357	27483.9
95	3.1	-5.4	-5.6	-73.83163	38.01360	27489.5
95	2.4	-6.9	-6.8	-73.83170	38.01363	27496.3
94	1.2	-10.2	-7.3	-73.83180	38.01364	27503.7
93	-0.2	-13.9	-6.6	-73.83194	38.01365	27510.8
92	-1.3	-16.3	-5.6	-73.83212	38.01364	27516.7
91	-2.6	-16.5	-5.9	-73.83231	38.01362	27522.4
90	-3.2	-13.8	-7.0	-73.83248	38.01360	27529.5
90	-2.7	-9.5	-7.5	-73.83261	38.01357	27537.1
89	-1.7	-5.9	-7.0	-73.83270	38.01355	27544.2
89	-0.1	-3.4	-5.4	-73.83275	38.01355	27550.2
89	2.1	-3.0	-5.2	-73.83279	38.01355	27556.1
88	4.0	-5.9	-5.8	-73.83284	38.01358	27562.2
88	4.6	-10.4	-6.8	-73.83294	38.01362	27569.2
88	3.7	-14.3	-6.9	-73.83308	38.01365	27575.7
88	1.7	-16.4	-6.2	-73.83326	38.01368	27581.6
88	-1.4	-16.1	-6.5	-73.83345	38.01368	27587.9
88	-4.5	-13.1	-6.1	-73.83361	38.01365	27594.1
88	-6.6	-8.7	-6.2	-73.83373	38.01359	27599.8
88	-7.1	-4.7	-6.5	-73.83380	38.01353	27606.5
88	-5.5	-2.5	-6.5	-73.83384	38.01348	27613.2
88	-2.3	-3.6	-7.6	-73.83387	38.01345	27621.2
89	1.1	-7.5	-7.1	-73.83393	38.01345	27628.8
89	4.1	-12.6	-5.8	-73.83404	38.01348	27634.9
89	5.7	-17.0	-4.7	-73.83421	38.01352	27640.0
90	6.0	-19.6	-4.8	-73.83442	38.01357	27645.0
90	4.1	-18.7	-7.5	-73.83463	38.01361	27652.2
90	1.6	-14.6	-8.2	-73.83483	38.01363	27660.6
90	-1.0	-9.8	-7.4	-73.83496	38.01363	27667.5
90	-2.5	-6.0	-5.7	-73.83505	38.01362	27673.5
91	-3.6	-3.6	-4.0	-73.83509	38.01359	27677.6
91	-4.0	-4.1	-5.3	-73.83514	38.01355	27682.1
91	-3.2	-7.2	-6.3	-73.83520	38.01352	27688.2
91	-1.6	-10.9	-6.8	-73.83530	38.01349	27695.5
92	0.4	-14.7	-6.6	-73.83545	38.01349	27702.0
92	1.9	-17.0	-5.1	-73.83563	38.01350	27707.4
92	2.8	-16.8	-5.8	-73.83583	38.01353	27712.9
92	3.4	-13.8	-6.7	-73.83600	38.01356	27719.2
91	3.2	-9.7	-7.1	-73.83612	38.01359	27726.7
91	2.6	-6.7	-6.2	-73.83621	38.01361	27733.0
90	1.6	-4.9	-5.2	-73.83627	38.01362	27738.1
90	-0.4	-5.7	-6.5	-73.83633	38.01363	27744.2
89	-2.3	-9.1	-6.6	-73.83642	38.01361	27751.2
89	-3.6	-13.5	-6.7	-73.83655	38.01358	27758.3
89	-3.4	-17.3	-6.6	-73.83672	38.01355	27765.1
89	-2.2	-19.6	-5.6	-73.83693	38.01353	27770.7
88	0.1	-19.0	-6.7	-73.83716	38.01352	27777.4
88	2.3	-15.0	-7.2	-73.83735	38.01354	27783.9
88	3.3	-10.4	-6.8	-73.83749	38.01357	27791.1
88	2.9	-6.7	-5.7	-73.83759	38.01360	27796.6
87	1.1	-4.4	-5.3	-73.83766	38.01362	27802.0
87	-1.7	-5.4	-6.4	-73.83772	38.01361	27807.4
87	-4.3	-9.2	-7.0	-73.83781	38.01358	27813.7
86	-5.7	-14.2	-6.5	-73.83794	38.01353	27820.2
86	-5.3	-18.3	-5.8	-73.83814	38.01348	27826.2
86	-3.6	-20.3	-5.4	-73.83836	38.01344	27832.2
86	-0.5	-19.2	-6.6	-73.83859	38.01342	27839.7
86	2.3	-15.0	-6.3	-73.83878	38.01343	27846.7
85	3.9	-10.4	-5.8	-73.83891	38.01346	27852.3
85	4.1	-6.3	-5.3	-73.83900	38.01350	27857.3
85	2.3	-4.1	-5.9	-73.83905	38.01353	27862.7
84	-1.0	-6.1	-7.8	-73.83910	38.01353	27870.3
84	-3.7	-10.5	-7.9	-73.83920	38.01351	27878.2
83	-5.2	-15.2	-6.3	-73.83936	38.01347	27885.0
82	-5.2	-19.1	-4.4	-73.83956	38.01342	27889.5
82	-4.1	-20.8	-4.7	-73.83979	38.01337	27894.2
81	-1.8	-19.3	-6.1	-73.84002	38.01335	27900.7
81	0.2	-15.1	-6.8	-73.84021	38.01334	27908.2
80	1.3	-11.0	-6.2	-73.84035	38.01335	27914.5
80	1.1	-7.8	-5.0	-73.84044	38.01336	27919.7
79	-0.7	-6.8	-5.7	-73.84052	38.01337	27925.3
78	-3.2	-9.1	-6.7	-73.84061	38.01335	27931.4
78	-5.2	-13.0	-7.1	-73.84074	38.01331	27938.2
77	-6.4	-17.0	-6.8	-73.84092	38.01326	27945.7
76	-6.3	-19.6	-5.1	-73.84113	38.01321	27951.3
76	-5.8	-19.9	-5.7	-73.84136	38.01316	27957.0
75	-4.9	-17.1	-7.0	-73.84157	38.01312	27964.2
75	-4.0	-13.1	-7.4	-73.84174	38.01308	27971.4
74	-3.2	-9.9	-6.2	-73.84187	38.01305	27978.0
74	-2.6	-8.1	-5.1	-73.84197	38.01302	27983.2
74	-2.4	-8.7	-5.9	-73.84206	38.01300	27988.8
74	-2.0	-11.7	-6.4	-73.84218	38.01298	27995.8
74	-2.2	-16.0	-6.7	-73.84234	38.01296	28002.5
74	-2.5	-19.3	-6.2	-73.84254	38.01294	28008.6
74	-3.0	-21.0	-5.7	-73.84277	38.01291	28014.0
74	-4.5	-19.5	-7.7	-73.84300	38.01288	28021.5
74	-5.3	-15.4	-8.0	-73.84319	38.01283	28029.3
74	-6.3	-10.9	-7.1	-73.84334	38.01277	28036.8
74	-6.7	-7.5	-5.5	-73.84344	38.01271	28042.5
75	-6.5	-5.7	-5.3	-73.84351	38.01266	28047.6
75	-5.9	-7.4	-7.2	-73.84358	38.01260	28054.7
76	-4.3	-11.7	-7.6	-73.84370	38.01256	28062.3
76	-2.9	-16.1	-6.8	-73.84386	38.01252	28069.3
76	-1.9	-19.5	-5.2	-73.84406	38.01250	28074.9
77	-1.1	-20.8	-5.1	-73.84430	38.01249	28080.2
77	-1.0	-18.7	-6.9	-73.84453	38.01248	28087.2
77	-1.2	-14.2	-7.9	-73.84472	38.01247	28094.9
78	-1.7	-10.3	-6.8	-73.84485	38.01246	28102.1
78	-2.3	-7.4	-5.1	-73.84495	38.01244	28107.2
79	-2.9	-6.2	-4.9	-73.84503	38.01242	28111.6
79	-3.5	-8.2	-5.7	-73.84511	38.01239	28116.9
79	-3.4	-11.8	-6.1	-73.84523	38.01237	28123.2
